,Code,Title,CRN,Course Time,Professor,WRIT,DIAP,FYS,SOPH,CBLR,CSE,Department,Course Code,Previous Professor,Previous Semester,Course Rating,Previous Professor Rating,Average Hours,Maximum Hours,Number of Respondents,Class Size,Same Professor
1310,HISP 0500,Advanced Spanish I,26907,TTh 2:30-3:50p; M 2-2:50p,S. Sobral,0,0,0,0,0,0,HISP,0500,E. Truzman,Spring 2006,4.83,4.96,,,8,15,False
1311,HISP 0500,Advanced Spanish I,26907,TTh 2:30-3:50p; M 2-2:50p,S. Sobral,0,0,0,0,0,0,HISP,0500,Rains,Fall 2001,4.07,4.24,,,11,16,False
1312,HISP 0600,Advanced Spanish II,16751,MWF 11-11:50a,E. Barja Cuyutupa,0,0,0,0,0,0,HISP,0600,M. Rodríguez Pliego,Spring 2021,4.19,4.92,3.33,4.17,6,13,False
1313,HISP 0600,Advanced Spanish II,16751,MWF 11-11:50a,E. Barja Cuyutupa,0,0,0,0,0,0,HISP,0600,S. Goldman,Spring 2007,4.6,4.63,,,18,11,False
1314,HISP 0600,Advanced Spanish II,25395,MWF 10-10:50a,E. Barja Cuyutupa,0,0,0,0,0,0,HISP,0600,M. Rodríguez Pliego,Spring 2021,4.19,4.92,3.33,4.17,6,13,False
1315,HISP 0600,Advanced Spanish II,25395,MWF 10-10:50a,E. Barja Cuyutupa,0,0,0,0,0,0,HISP,0600,S. Goldman,Spring 2007,4.6,4.63,,,18,11,False
1316,HISP 0600,Advanced Spanish II,16752,MWF 12-12:50p,E. Barja Cuyutupa,0,0,0,0,0,0,HISP,0600,M. Rodríguez Pliego,Spring 2021,4.19,4.92,3.33,4.17,6,13,False
1317,HISP 0600,Advanced Spanish II,16752,MWF 12-12:50p,E. Barja Cuyutupa,0,0,0,0,0,0,HISP,0600,S. Goldman,Spring 2007,4.6,4.63,,,18,11,False
1318,HISP 0600,Advanced Spanish II,25396,MWF 11-11:50a,E. Barja Cuyutupa,0,0,0,0,0,0,HISP,0600,M. Rodríguez Pliego,Spring 2021,4.19,4.92,3.33,4.17,6,13,False
1319,HISP 0600,Advanced Spanish II,25396,MWF 11-11:50a,E. Barja Cuyutupa,0,0,0,0,0,0,HISP,0600,S. Goldman,Spring 2007,4.6,4.63,,,18,11,False
1320,HISP 0600,Advanced Spanish II,16753,MWF 1-1:50p,E. Barja Cuyutupa,0,0,0,0,0,0,HISP,0600,M. Rodríguez Pliego,Spring 2021,4.19,4.92,3.33,4.17,6,13,False
1321,HISP 0600,Advanced Spanish II,16753,MWF 1-1:50p,E. Barja Cuyutupa,0,0,0,0,0,0,HISP,0600,S. Goldman,Spring 2007,4.6,4.63,,,18,11,False
1322,HISP 0600,Advanced Spanish II,25397,MWF 12-12:50p,E. Barja Cuyutupa,0,0,0,0,0,0,HISP,0600,M. Rodríguez Pliego,Spring 2021,4.19,4.92,3.33,4.17,6,13,False
1323,HISP 0600,Advanced Spanish II,25397,MWF 12-12:50p,E. Barja Cuyutupa,0,0,0,0,0,0,HISP,0600,S. Goldman,Spring 2007,4.6,4.63,,,18,11,False
1324,HISP 0650,Advanced Spanish Through Literature & Film,16757,MWF 10-10:50a,F. Martinez-Pinzon,1,0,0,0,0,0,HISP,0650,M. Chiaramonte,Spring 2021,4.34,4.88,6.0,10.0,4,18,False
1325,HISP 0650,Advanced Spanish Through Literature & Film,25411,MWF 10-10:50a,E. Durante,1,0,0,0,0,0,HISP,0650,M. Chiaramonte,Spring 2021,4.34,4.88,6.0,10.0,4,18,False
1326,HISP 0650,Advanced Spanish Through Literature & Film,16758,MWF 2-2:50p,A. Lara Granero,1,0,0,0,0,0,HISP,0650,M. Chiaramonte,Spring 2021,4.34,4.88,6.0,10.0,4,18,False
1327,HISP 0650,Advanced Spanish Through Literature & Film,25412,MWF 2-2:50p,TBD,1,0,0,0,0,0,HISP,0650,M. Chiaramonte,Spring 2021,4.34,4.88,6.0,10.0,4,18,False
1328,HISP 0740,Intensive Survey of Spanish Literature,16759,TTh 10:30-11:50a,S. Thomas,1,0,0,0,0,0,HISP,0740,A. Garriga Espino,Spring 2020,4.5,4.86,3.91,9.09,11,15,False
1329,HISP 0750Q,"Health, Illness and Medicine in Spanish and Spanish American Literature and Film",25419,MWF 11-11:50a,J. Kuhnheim,0,0,0,0,0,0,HISP,0750Q,J. Kuhnheim,Spring 2018,3.7,4.46,3.77,7.62,13,15,True
1330,HIST 0150A,History of Capitalism,16935,MWF 2-2:50p,Rieppel/Hein,0,0,0,0,0,0,HIST,0150A,L. Rieppel,Spring 2021,3.73,4.36,3.69,7.44,16,60,False
1331,HIST 0150D,Refugees: A Twentieth-Century History,24824,MWF 12-12:50p,V. Zamindar,0,0,0,0,0,0,HIST,0150D,V. Zamindar,Spring 2020,3.85,3.78,3.56,8.89,9,65,True
1332,HIST 0150G,History of Law: Great Trials,24799,MWF 1-1:50p,H. Case,1,0,0,0,0,0,HIST,0150G,H. Case,Spring 2019,4.35,4.75,4.05,7.24,59,91,True
1333,HIST 0228A,"War, Tyranny, and Peace in Modern Europe",24797,TTh 2:30-3:50p,O. Bartov,1,0,0,0,0,0,HIST,0228A,O. Bartov,Spring 2021,4.17,4.71,6.38,11.0,8,44,True
1334,HIST 0270A,From Fire Wielders to Empire Builders: Human Impact on the Global Environment before 1492,16155,MWF 12-12:50p,B. Lander,0,0,0,0,0,0,HIST,0270A,B. Lander,Fall 2017,4.21,4.51,3.58,8.11,19,24,True
1335,HIST 0522G,An Empire and Republic: The Dutch Golden Age,24800,Th 4-6:30p,H. Cook,1,0,1,0,0,0,HIST,0522G,H. Cook,Fall 2019,4.09,4.60,4.07,8.79,14,14,True
1336,HIST 0523P,The First World War,16355,W 3-5:30p,B. Hein,1,0,1,0,0,0,HIST,0523P,B. Hein,Spring 2021,3.89,4.48,5.25,10.75,8,13,True
1337,HIST 0556A,Sport in American History,16118,Th 4-6:30p,H. Chudacoff,1,1,1,0,0,0,HIST,0556A,H. Chudacoff,Fall 2017,4.36,4.67,2.88,7.24,17,19,True
1338,HIST 0580M,"The Age of Revolutions, 1760-1824",16134,F 3-5:30p,J. Mumford,1,0,1,0,0,0,HIST,0580M,J. Mumford,Fall 2019,3.35,4.27,5.06,9.44,18,18,True
1339,HIST 0654A,Welfare States and a History of Modern Life,24821,M 3-5:30p,R. Self,1,1,0,1,0,0,HIST,0654A,R. Self,Spring 2020,4.47,5.00,4.75,8.0,4,15,True
1340,HIST 1030,Entangled South Africa,16127,MWF 11-11:50a,N. Jacobs,1,1,0,0,0,0,HIST,1030,N. Jacobs,Spring 2019,4.38,4.55,4.29,9.29,14,19,True
1341,HIST 1030,Entangled South Africa,16127,MWF 11-11:50a,N. Jacobs,1,1,0,0,0,0,HIST,1030,N. Jacobs,Spring 2017,4.78,4.78,4.38,8.38,9,10,True
1342,HIST 1030,Entangled South Africa,16127,MWF 11-11:50a,N. Jacobs,1,1,0,0,0,0,HIST,1030,N. Jacobs,Fall 2015,4.54,4.66,5.3,13.0,12,16,True
1343,HIST 1030,Entangled South Africa,16127,MWF 11-11:50a,N. Jacobs,1,1,0,0,0,0,HIST,1030,J. Conant,Fall 2014,4.65,4.77,3.42,8.5,56,72,False
1344,HIST 1030,Entangled South Africa,16127,MWF 11-11:50a,N. Jacobs,1,1,0,0,0,0,HIST,1030,J. Conant,Fall 2011,4.64,4.43,2.4,7.6,5,7,False
1345,HIST 1030,Entangled South Africa,16127,MWF 11-11:50a,N. Jacobs,1,1,0,0,0,0,HIST,1030,A. Remensnyder,Spring 2010,4.57,4.79,4.96,9.92,26,34,False
1346,HIST 1030,Entangled South Africa,16127,MWF 11-11:50a,N. Jacobs,1,1,0,0,0,0,HIST,1030,A. Remensnyder,Spring 2000,4.31,4.63,,,63,73,False
1347,HIST 1202,"Formation of the Classical Heritage: Greeks, Romans, Jews, Christians, and Muslims",16141,MW 3-4:20p,K. Sacks,1,1,0,0,0,0,HIST,1202,K. Sacks,Fall 2020,4.19,4.45,4.57,8.14,14,51,True
1348,HIST 1205,The Long Fall of the Roman Empire,16119,TTh 1-2:20p,J. Conant,0,0,0,0,0,0,HIST,1205,J. Conant,Fall 2015,4.34,4.59,3.33,8.88,44,69,True
1349,HIST 1213,Memories of the Medieval in the Age of White Supremacy,26307,MWF 12-12:50p,L. Grigoli,0,1,0,0,0,0,HIST,1213,L. Grigoli,Spring 2021,4.09,4.69,3.71,7.57,7,27,True
1350,HIST 1240A,Politics of Violence in 20C Europe,18029,MW 3-4:20p,H. Case,0,0,0,0,0,0,HIST,1240A,H. Case,Fall 2018,4.51,4.79,3.98,7.02,43,49,True
1351,HIST 1266D,"British History, 1660-1800",24803,MWF 2-2:50p,T. Harris,1,0,0,0,0,0,HIST,1266D,T. Harris,Spring 2021,3.78,4.54,5.25,15.0,4,22,True
1352,HIST 1310,History of Brazil,16124,TTh 9-10:20a,J. Green,1,1,0,0,0,0,HIST,1310,J. Green,Spring 2021,4.69,4.88,7.5,14.0,4,12,True
1353,HIST 1320,"Rebel Island: Cuba, 1492-Present",16128,T 10:30-11:50a; Th 10:30-10:50a,J. Lambe,0,1,0,0,0,0,HIST,1320,J. Lambe,Fall 2015,4.66,4.88,3.68,7.56,28,33,True
1354,HIST 1320,"Rebel Island: Cuba, 1492-Present",18095,Th 11-11:50a,J. Lambe,0,1,0,0,0,0,HIST,1320,J. Lambe,Fall 2015,4.66,4.88,3.68,7.56,28,33,True
1355,HIST 1320,"Rebel Island: Cuba, 1492-Present",18096,Th 12-12:50p,J. Lambe,0,1,0,0,0,0,HIST,1320,J. Lambe,Fall 2015,4.66,4.88,3.68,7.56,28,33,True
1356,HIST 1333,The Mexican Revolution,16148,MW 8:30-9:50a,E. Hu-Dehart,0,0,0,0,0,0,HIST,1333,R. Cope,Fall 2015,4.67,4.84,3.1,6.9,10,12,False
1357,HIST 1381,"Latin American History and Film: Memory, Narrative and Nation",16140,MWF 11-11:50a,D. Rodriguez,0,1,0,0,0,0,HIST,1381,D. Rodriguez,Fall 2015,4.67,4.77,4.33,8.9,13,13,True
1358,HIST 1456,Bankrupt: An Economic and Financial History of the Middle East in the 19th and 20th Centuries,26395,MW 3-4:20p,S. Mitter,1,1,0,0,0,0,HIST,1456,S. Mitter,Spring 2021,4.5,4.83,5.0,8.33,6,29,True
1359,HIST 1512,First Nations: The People and Cultures of Native North America to 1800,16123,MWF 12-12:50p,L. Fisher,1,1,0,0,0,0,HIST,1512,L. Fisher,Spring 2016,4.56,4.73,3.38,8.81,29,30,True
1360,HIST 1620,Resisting Empire: Gandhi and the Making of Modern South Asia,16145,TTh 10:30-11:50a,V. Zamindar,0,1,0,0,0,0,HIST,1620,V. Zamindar,Fall 2019,4.22,4.50,3.88,9.13,8,11,True
1361,HIST 1700,Violence: A Brief History,25051,MWF 11-11:50a,J. Conant,0,0,0,0,0,0,HIST,1700,C. Frank,Spring 2011,4.21,4.87,2.33,6.2,6,10,False
1362,HIST 1800,Religion and Power in North America to 1865,27382,TTh 1-2:20p,C. Grasso,0,0,0,0,0,0,HIST,1800,L. Fisher,Spring 2013,4.15,4.81,4.5,7.33,6,11,False
1363,HIST 1800,Religion and Power in North America to 1865,27382,TTh 1-2:20p,C. Grasso,0,0,0,0,0,0,HIST,1800,J. Zeitz,Fall 2001,4.69,4.51,,,15,23,False
1364,HIST 1825F,"Nature, Knowledge, Power in Renaissance Europe",24810,MWF 10-10:50a,T. Nummedal,1,0,0,0,0,0,HIST,1825F,T. Nummedal,Spring 2021,4.58,4.97,4.5,9.0,6,28,True
1365,HIST 1825H,"Science, Medicine and Technology in the 17th Century",16122,MWF 9-9:50a,H. Cook,1,0,0,0,0,0,HIST,1825H,H. Cook,Fall 2016,4.69,4.78,3.8,7.25,5,6,True
1366,HIST 1830M,From Medieval Bedlam to Prozac Nation: Intimate Histories of Psychiatry and Self,24807,MWF 11-11:50a,J. Lambe,0,1,0,0,0,0,HIST,1830M,J. Lambe,Spring 2019,4.23,4.77,3.78,8.46,37,46,True
1367,HIST 1956A,Thinking Historically: A History of History Writing,24819,Th 4-6:30p,K. Sacks,1,0,0,0,0,0,HIST,1956A,K. Sacks,Fall 2020,4.47,4.83,10.5,14.0,4,10,True
1368,HIST 1964D,Women in Early Modern England,26356,M 3-5:30p,T. Harris,1,0,0,0,0,0,HIST,1964D,T. Harris,Spring 2018,4.38,4.50,7.33,12.33,3,3,True
1369,HIST 1964F,Early Modern Ireland,18097,M 3-5:30p,T. Harris,1,0,0,0,0,0,HIST,1964F,T. Harris,Fall 2017,4.63,4.66,8.83,20.0,6,7,True
1370,HIST 1965C,Stalinism,16137,F 3-5:30p,E. Pollock,0,0,0,0,0,0,HIST,1965C,E. Pollock,Spring 2019,4.12,4.96,6.08,13.31,13,13,True
1371,HIST 1968A,Approaches to the Middle East,16153,M 3-5:30p,F. Ahmed,0,0,0,0,0,0,HIST,1968A,B. Doumani,Fall 2020,3.8,4.77,4.8,11.8,5,18,False
1372,HIST 1969C,Debates in Middle Eastern History,16132,W 3-5:30p,S. Mitter,1,1,0,0,0,0,HIST,1969C,S. Mitter,Fall 2020,4.16,4.75,6.5,11.75,4,20,True
1373,HIST 1969F,Nothing Pleases Me: Understanding Modern Middle Eastern History Through Literature,24808,Th 4-6:30p,S. Mitter,1,1,0,0,0,0,HIST,1969F,S. Mitter,Spring 2020,4.38,4.83,4.83,7.5,6,20,True
1374,HIST 1970G,Captive Voices: Atlantic Slavery in the Digital Age,24802,W 3-5:30p,L. Fisher,0,0,0,0,0,0,HIST,1970G,L. Fisher,Spring 2019,4.21,4.75,4.17,7.0,6,10,True
1375,HIST 1972A,"American Legal History, 1760-1920",16144,M 3-5:30p,M. Vorenberg,1,0,0,0,0,0,HIST,1972A,M. Vorenberg,Spring 2021,3.5,4.58,3.67,7.17,6,20,True
1376,HIST 1977I,"Gender, Race, and Medicine in the Americas",24816,W 3-5:30p,D. Rodriguez,1,1,0,0,0,0,HIST,1977I,D. Rodriguez,Spring 2016,4.39,4.70,4.84,10.33,25,26,True
1377,ENVS 0070C,Transcending Transportation Impacts,16870,TTh 1-2:20p,K. Teichert,1,0,1,0,0,0,ENVS,0070C,K. Teichert,Fall 2020,4.06,4.80,2.6,9.0,10,14,True
1378,ENVS 0110,"Humans, Nature, and the Environment: Addressing Environmental Change in the 21st Century",17291,MWF 10-10:50a,D. King,1,0,0,0,1,0,ENVS,0110,D. King,Fall 2019,3.91,4.34,5.57,9.93,75,80,True
1379,ENVS 0110,"Humans, Nature, and the Environment: Addressing Environmental Change in the 21st Century",17291,MWF 10-10:50a,D. King,1,0,0,0,1,0,ENVS,0110,C. Karp,Fall 2001,3.76,3.73,,,60,129,False
1380,ENVS 0110,"Humans, Nature, and the Environment: Addressing Environmental Change in the 21st Century",17292,T 9-9:50a,TBD,1,0,0,0,1,0,ENVS,0110,D. King,Fall 2019,3.91,4.34,5.57,9.93,75,80,False
1381,ENVS 0110,"Humans, Nature, and the Environment: Addressing Environmental Change in the 21st Century",17292,T 9-9:50a,TBD,1,0,0,0,1,0,ENVS,0110,C. Karp,Fall 2001,3.76,3.73,,,60,129,False
1382,ENVS 0110,"Humans, Nature, and the Environment: Addressing Environmental Change in the 21st Century",17293,T 10:30-11:20a,TBD,1,0,0,0,1,0,ENVS,0110,D. King,Fall 2019,3.91,4.34,5.57,9.93,75,80,False
1383,ENVS 0110,"Humans, Nature, and the Environment: Addressing Environmental Change in the 21st Century",17293,T 10:30-11:20a,TBD,1,0,0,0,1,0,ENVS,0110,C. Karp,Fall 2001,3.76,3.73,,,60,129,False
1384,ENVS 0110,"Humans, Nature, and the Environment: Addressing Environmental Change in the 21st Century",17294,T 12-12:50p,TBD,1,0,0,0,1,0,ENVS,0110,D. King,Fall 2019,3.91,4.34,5.57,9.93,75,80,False
1385,ENVS 0110,"Humans, Nature, and the Environment: Addressing Environmental Change in the 21st Century",17294,T 12-12:50p,TBD,1,0,0,0,1,0,ENVS,0110,C. Karp,Fall 2001,3.76,3.73,,,60,129,False
1386,ENVS 0110,"Humans, Nature, and the Environment: Addressing Environmental Change in the 21st Century",17295,Th 9-9:50a,TBD,1,0,0,0,1,0,ENVS,0110,D. King,Fall 2019,3.91,4.34,5.57,9.93,75,80,False
1387,ENVS 0110,"Humans, Nature, and the Environment: Addressing Environmental Change in the 21st Century",17295,Th 9-9:50a,TBD,1,0,0,0,1,0,ENVS,0110,C. Karp,Fall 2001,3.76,3.73,,,60,129,False
1388,ENVS 0110,"Humans, Nature, and the Environment: Addressing Environmental Change in the 21st Century",17296,Th 10:30-11:20a,TBD,1,0,0,0,1,0,ENVS,0110,D. King,Fall 2019,3.91,4.34,5.57,9.93,75,80,False
1389,ENVS 0110,"Humans, Nature, and the Environment: Addressing Environmental Change in the 21st Century",17296,Th 10:30-11:20a,TBD,1,0,0,0,1,0,ENVS,0110,C. Karp,Fall 2001,3.76,3.73,,,60,129,False
1390,ENVS 0110,"Humans, Nature, and the Environment: Addressing Environmental Change in the 21st Century",17297,Th 12-12:50p,TBD,1,0,0,0,1,0,ENVS,0110,D. King,Fall 2019,3.91,4.34,5.57,9.93,75,80,False
1391,ENVS 0110,"Humans, Nature, and the Environment: Addressing Environmental Change in the 21st Century",17297,Th 12-12:50p,TBD,1,0,0,0,1,0,ENVS,0110,C. Karp,Fall 2001,3.76,3.73,,,60,129,False
1392,ENVS 0490,Environmental Science in a Changing World,25537,TTh 10:30-11:50a,T. Kartzinel,0,0,0,0,0,0,ENVS,0490,T. Kartzinel,Spring 2021,3.83,4.47,3.08,6.12,26,121,True
1393,ENVS 0490,Environmental Science in a Changing World,25537,TTh 10:30-11:50a,T. Kartzinel,0,0,0,0,0,0,ENVS,0490,S. Hamburg,Spring 2006,4.31,4.24,,,23,27,False
1394,ENVS 0705,"Equity and the Environment: Movements, Scholarship, Solutions",26933,TTh 2:30-3:50p,G. Hitch,0,1,0,0,0,0,ENVS,0705,J. Roberts,Spring 2020,4.31,4.63,6.13,10.13,8,25,False
1395,ENVS 1350,Environmental Economics and Policy,25534,MWF 2-2:50p,A. Poterack,0,0,0,0,0,0,ENVS,1350,A. Poterack,Spring 2021,3.85,4.13,3.08,7.42,12,66,True
1396,ENVS 1400,Sustainable Design in the Built Environment,16869,TTh 9-10:20a,K. Teichert,0,0,0,0,0,0,ENVS,1400,K. Teichert,Fall 2020,4.13,4.79,3.62,8.62,13,37,True
1397,ENVS 1545,The Theory and Practice of Sustainable Investing,16874,TTh 6:40-8p,C. Krosinsky,0,0,0,0,0,0,ENVS,1545,C. Krosinsky,Fall 2020,3.81,4.48,3.21,8.67,24,71,True
1398,ENVS 1547,Finance and the Environment,26951,TTh 1-2:20p,TBD,0,0,0,0,0,0,ENVS,1547,R. Bayon,Spring 2021,3.82,4.52,4.86,10.29,7,28,False
1399,ENVS 1555,Urban Agriculture: The Importance of Localized Food Systems,25539,TTh 1-2:20p,D. King,0,0,0,0,1,0,ENVS,1555,D. King,Summer 2021,3.64,4.42,5.94,11.24,17,39,True
1400,ENVS 1557,Birding Communities,25735,TTh 9-10:20a,N. Jacobs,0,0,0,0,1,0,ENVS,1557,N. Jacobs,Spring 2021,,(n/a),4.0,8.0,2,11,True
1401,ENVS 1615,Making Connections: The Environmental Policy Process,17707,TTh 2:30-3:50p,A. Lynch,1,1,0,0,0,0,ENVS,1615,A. Lynch,Fall 2019,3.6,4.37,4.62,9.71,21,15,True
1402,ENVS 1920,Methods for Interdisciplinary Environmental Research,16872,TTh 10:30-11:50a,R. Wetts,1,0,0,0,0,0,ENVS,1920,R. Wetts,Fall 2020,2.98,4.45,3.15,9.08,13,44,True
1403,ENVS 1920,Methods for Interdisciplinary Environmental Research,16872,TTh 10:30-11:50a,R. Wetts,1,0,0,0,0,0,ENVS,1920,J. Roberts,Spring 2012,2.68,3.20,2.86,7.1,23,30,False
1404,ENVS 1920,Methods for Interdisciplinary Environmental Research,16872,TTh 10:30-11:50a,R. Wetts,1,0,0,0,0,0,ENVS,1920,J. Reitsma,Spring 2006,3.55,4.00,,,7,13,False
1405,ENVS 1925,Energy Policy and Politics,25541,M 3-5:30p,D. King,1,0,0,0,0,0,ENVS,1925,D. King,Spring 2020,4.61,4.89,4.89,11.33,9,20,True
1406,ITAL 0100,Elementary Italian,16160,MW 1-1:50p; TTh 1-2:20p,Team,0,0,0,0,0,0,ITAL,0100,C. Abbona-Sneider,Fall 2018,4.69,5.00,4.38,6.46,13,14,False
1407,ITAL 0100,Elementary Italian,16163,MW 10-10:50a; TTh 10:30-11:50a,Team,0,0,0,0,0,0,ITAL,0100,C. Abbona-Sneider,Fall 2018,4.69,5.00,4.38,6.46,13,14,False
1408,ITAL 0110,Intensive Elementary Italian,16165,MTWTh 1-2:50p,Abbona-Sneider/Fantarella,0,0,0,0,0,0,ITAL,0110,F. Fantarella,Spring 2018,4.5,4.60,4.0,4.6,5,6,False
1409,ITAL 0110,Intensive Elementary Italian,24836,MTWTh 11a-12:50p,Abbona-Sneider/Fantarella,0,0,0,0,0,0,ITAL,0110,F. Fantarella,Spring 2018,4.5,4.60,4.0,4.6,5,6,False
1410,ITAL 0200,Elementary Italian,24837,MW 1-1:50p; TTh 1-2:20p,C. Abbona-Sneider,0,0,0,0,0,0,ITAL,0200,C. Abbona-Sneider,Spring 2017,4.96,5.00,3.89,6.78,9,10,True
1411,ITAL 0200,Elementary Italian,24837,MW 1-1:50p; TTh 1-2:20p,C. Abbona-Sneider,0,0,0,0,0,0,ITAL,0200,Amanda Minervini,Spring 2007,4.04,4.04,,,15,15+,False
1412,ITAL 0200,Elementary Italian,24838,MW 10-10:50a; TTh 10:30-11:50a,C. Abbona-Sneider,0,0,0,0,0,0,ITAL,0200,C. Abbona-Sneider,Spring 2017,4.96,5.00,3.89,6.78,9,10,True
1413,ITAL 0200,Elementary Italian,24838,MW 10-10:50a; TTh 10:30-11:50a,C. Abbona-Sneider,0,0,0,0,0,0,ITAL,0200,Amanda Minervini,Spring 2007,4.04,4.04,,,15,15+,False
1414,ITAL 0300,Intermediate Italian I,16166,MWF 11-11:50a,Team,0,0,0,0,0,0,ITAL,0300,F. Fantarella,Fall 2017,4.14,4.37,3.33,5.6,7,8,False
1415,ITAL 0300,Intermediate Italian I,24839,MWF 10-10:50a,C. Abbona-Sneider,0,0,0,0,0,0,ITAL,0300,F. Fantarella,Fall 2017,4.14,4.37,3.33,5.6,7,8,False
1416,ITAL 0400,Intermediate Italian II,24840,MWF 11-11:50a,C. Abbona-Sneider,0,0,0,0,0,0,ITAL,0400,C. Abbona-Sneider,Spring 2018,4.61,4.96,4.31,6.69,13,13,True
1417,ITAL 0500,Advanced Italian I,16168,MWF 12-12:50p,Abbona-Sneider/Fantarella,1,0,0,0,0,0,ITAL,0500,C. Abbona-Sneider,Fall 2020,4.5,5.00,8.5,7.0,4,8,False
1418,ITAL 0500,Advanced Italian I,16168,MWF 12-12:50p,Abbona-Sneider/Fantarella,1,0,0,0,0,0,ITAL,0500,C. Abbona-Sneider,Fall 2006,4.8,4.99,,,17,19,False
1419,ITAL 0600,Advanced Italian II,24841,MWF 12-12:50p,C. Abbona-Sneider,1,0,0,0,0,0,ITAL,0600,C. Abbona-Sneider,Spring 2017,4.86,5.00,4.0,6.86,7,10,True
1420,ITAL 0600,Advanced Italian II,24841,MWF 12-12:50p,C. Abbona-Sneider,1,0,0,0,0,0,ITAL,0600,Roberto Bacci,Spring 2006,4.56,4.56,,,6,7,False
1421,ITAL 1010,Dante in English Translation: Dante's World and the Invention of Modernity,26686,TTh 10:30-11:50a,R. Martinez,1,0,0,0,0,0,ITAL,1010,R. Martinez,Fall 2020,4.28,4.96,4.5,8.75,4,9,True
1422,ITAL 1010,Dante in English Translation: Dante's World and the Invention of Modernity,26686,TTh 10:30-11:50a,R. Martinez,1,0,0,0,0,0,ITAL,1010,Ronald Martinez,Fall 2006,4.15,3.75,,,21,23,False
1423,ITAL 1620,The Divina Commedia: Dante's Paradiso: Justifying a Cosmos,24842,Th 4-6:30p,R. Martinez,0,0,0,0,0,0,ITAL,1620,Ronald Martinez,Spring 2007,4.96,5.00,,,3,8,False
1424,ITAL 1620,The Divina Commedia: Dante's Paradiso: Justifying a Cosmos,24842,Th 4-6:30p,R. Martinez,0,0,0,0,0,0,ITAL,1620,Oldcorn,Spring 1998,4.73,4.71,,,6,10,False
1425,HEBR 0100,Elementary Hebrew,16109,MWF 1-1:50p; TTh 1-2:20p,S. Davis,0,0,0,0,0,0,HEBR,0100,R. Adler Ben Yehuda,Fall 2020,4.29,4.67,4.0,5.0,6,11,False
1426,HEBR 0200,Elementary Hebrew,24789,MWF 1-1:50p; TTh 1-2:20p,R. Adler Ben Yehuda,0,0,0,0,0,0,HEBR,0200,R. Adler Ben Yehuda,Spring 2019,4.61,4.96,3.63,6.13,8,8,True
1427,HEBR 0300,Intermediate Hebrew,16110,MTWThF 12-12:50p,S. Davis,0,0,0,0,0,0,HEBR,0300,R. Adler Ben Yehuda,Fall 2019,4.7,5.00,3.5,5.0,8,9,False
1428,HEBR 0400,Intermediate Hebrew,24790,MTWThF 12-12:50p,R. Adler Ben Yehuda,0,0,0,0,0,0,HEBR,0400,R. Adler Ben Yehuda,Spring 2019,4.74,4.96,4.67,7.67,12,13,True
1429,JUDS 0681,Great Jewish Books,16104,M 3-5:30p,M. Satlow,1,0,0,0,0,0,JUDS,0681,M. Satlow,Fall 2018,3.93,4.38,7.14,12.43,7,8,True
1430,JUDS 0902,History of the Holocaust,16106,TTh 1-2:20p,A. Teller,1,1,0,0,0,0,JUDS,0902,A. Teller,Spring 2019,4.34,4.73,3.44,6.63,27,33,True
1431,LACA 0500,Around Latin America in 80 Days: An Historical and Cultural Journey,16877,TTh 1-2:20p,E. Durante,1,1,0,0,0,0,LACA,0500,E. Durante,Fall 2020,4.19,4.73,3.8,5.67,15,29,True
1432,LACA 1503V,Health of Hispaniola,27180,TTh 6:40-8p,T. Empkie,1,0,1,0,0,0,LACA,1503V,T. Empkie,Spring 2021,3.67,4.72,4.5,9.5,6,16,True
1433,LITR 0110A,Fiction I,15828,T 4-6:30p,S. McCoy,1,0,0,0,0,0,LITR,0110A,C. Crews,Spring 2021,4.0,4.92,2.0,9.5,4,17,False
1434,LITR 0110A,Fiction I,24665,T 4-6:30p,TBD,1,0,0,0,0,0,LITR,0110A,C. Crews,Spring 2021,4.0,4.92,2.0,9.5,4,17,False
1435,LITR 0110A,Fiction I,15829,W 5:45-8:15p,H. Hansen,1,0,0,0,0,0,LITR,0110A,C. Crews,Spring 2021,4.0,4.92,2.0,9.5,4,17,False
1436,LITR 0110A,Fiction I,24666,W 5:45-8:15p,TBD,1,0,0,0,0,0,LITR,0110A,C. Crews,Spring 2021,4.0,4.92,2.0,9.5,4,17,False
1437,LITR 0110A,Fiction I,15830,Th 6:45-9:15p,C. Kim,1,0,0,0,0,0,LITR,0110A,C. Crews,Spring 2021,4.0,4.92,2.0,9.5,4,17,False
1438,LITR 0110A,Fiction I,24667,Th 6:45-9:15p,TBD,1,0,0,0,0,0,LITR,0110A,C. Crews,Spring 2021,4.0,4.92,2.0,9.5,4,17,False
1439,LITR 0110A,Fiction I,18374,T 4-6:30p,H. Tran,1,0,0,0,0,0,LITR,0110A,C. Crews,Spring 2021,4.0,4.92,2.0,9.5,4,17,False
1440,LITR 0110A,Fiction I,26763,T 4-6:30p,TBD,1,0,0,0,0,0,LITR,0110A,C. Crews,Spring 2021,4.0,4.92,2.0,9.5,4,17,False
1441,LITR 0110A,Fiction I,18451,T 4-6:30p,C. Crews,1,0,0,0,0,0,LITR,0110A,C. Crews,Spring 2021,4.0,4.92,2.0,9.5,4,17,True
